,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
amathematicaltheory,0,0,1,0,0,0,0,1,0.125
通信的数学理论,0,0,1,0,0,0,0,1,0.125
通信理论,0,0,1,0,0,0,0,1,0.125
贝尔实验室,0,0,1,0,0,0,0,1,0.125
传输过程,0,0,1,0,0,0,0,1,0.125
数据传输,0,0,1,0,0,0,0,1,0.125
原始数据,0,0,1,0,0,0,0,1,0.125
始数据,0,0,1,0,0,0,0,1,0.125
发射端,0,0,1,0,0,0,0,1,0.125
代通信系统,0,0,1,0,0,0,0,1,0.125
高可靠性通信,0,0,1,0,0,0,0,1,0.125
误码性能,0,0,1,0,0,0,0,1,0.125
信通系统,0,0,1,0,0,0,0,1,0.125
抗干扰能力,0,0,1,0,0,0,0,1,0.125
增强系统,0,0,1,0,0,0,0,1,0.125
信道均衡,0,0,1,0,0,2,0,3,0.6083333333333334
系统,1,0,2,0,1,7,0,11,3.1833333333333336
信噪比,0,0,6,5,11,3,0,25,4.758333333333333
解调,0,0,1,0,0,0,0,1,0.125
调制,0,0,2,0,0,1,0,3,0.4916666666666667
发送功率,0,0,1,0,0,0,0,1,0.125
扩频,0,0,1,0,0,0,0,1,0.125
误码,0,0,1,0,0,0,0,1,0.125
信号,0,0,1,1,0,9,0,11,2.425
噪声干扰,0,0,1,0,0,0,0,1,0.125
信道条件,0,0,1,0,0,0,0,1,0.125
传输条件,0,0,1,0,0,0,0,1,0.125
物理信道,0,0,1,0,0,1,0,2,0.3666666666666667
turbo码,5,0,12,1,20,4,0,42,12.425
bcjr算法,0,0,11,0,2,0,0,13,1.8583333333333334
译码复杂度,0,0,9,5,13,2,0,29,5.375
译码性能,1,0,3,2,22,1,0,29,7.183333333333334
turbo译码器,3,0,4,1,11,30,0,49,13.533333333333333
分量码,0,0,2,0,2,0,0,4,0.7333333333333334
译码算法,0,0,6,11,13,0,0,30,5.266666666666667
维特比译码,0,0,3,10,2,0,0,15,2.1083333333333334
标准,0,0,2,0,0,0,0,2,0.25
turbo2.0,0,0,1,0,0,0,0,1,0.125
打孔,0,0,1,0,0,0,0,1,0.125
咬尾,0,0,1,0,0,0,0,1,0.125
编码理,0,0,1,0,0,0,0,1,0.125
polar码口,0,0,1,0,0,0,0,1,0.125
ldpc码口,0,0,1,0,0,0,0,1,0.125
民用通信,0,0,1,0,0,0,0,1,0.125
信道译码标准,0,0,1,0,0,0,0,1,0.125
lte系统,0,0,2,0,0,0,0,2,0.25
简化算法,2,0,1,1,2,0,0,6,2.7333333333333334
sova译码算法,0,0,2,0,4,0,0,6,1.2166666666666668
sova算法,2,0,12,3,69,3,0,89,21.275
turbo译码,0,0,6,0,13,8,0,27,5.825
max-log-map算法,0,0,3,0,26,1,0,30,6.9
log-map算法,2,0,3,0,32,11,0,48,12.766666666666667
map算法,0,0,4,0,23,2,0,29,6.541666666666667
后验概率,0,0,3,0,11,0,0,14,3.033333333333333
turbo码网,0,0,1,0,0,0,0,1,0.125
软输出,0,0,1,1,4,0,0,6,1.2166666666666668
sova,0,0,4,2,8,0,0,14,2.6833333333333336
viterbi,0,0,2,1,4,0,0,7,1.3416666666666668
维特比,0,0,3,1,0,0,0,4,0.5
turbo译码算法,1,0,3,0,5,5,0,14,3.7916666666666665
输出信息,0,0,1,0,0,0,0,1,0.125
长码,0,0,1,0,2,0,0,3,0.6083333333333334
伪随机特,0,0,1,0,0,0,0,1,0.125
交织器,0,0,1,0,21,5,0,27,6.408333333333333
turbo码编码器,0,0,1,0,0,1,0,2,0.3666666666666667
并行级联卷积码,0,0,1,0,0,0,0,1,0.125
ieee通信,0,0,1,0,0,0,0,1,0.125
香农极限,0,0,1,0,0,0,0,1,0.125
增益,0,0,1,0,0,3,0,4,0.85
译码效率,0,0,1,1,0,1,0,3,0.4916666666666667
数量,0,0,1,1,0,2,0,4,0.7333333333333334
寄存器,0,0,1,5,4,2,0,12,2.2
基本编码,0,0,1,0,0,0,0,1,0.125
ccsds,2,0,3,0,13,8,0,26,7.45
遥测信道编码,0,0,2,0,0,0,0,2,0.25
空间数据系统,1,0,2,0,0,0,0,3,1.25
信道编码标准,0,0,1,0,0,0,0,1,0.125
深空通信,2,0,1,0,0,0,0,3,2.125
卫星通信,1,0,1,0,0,0,0,2,1.125
高性能,0,0,1,0,0,0,0,1,0.125
深空通信系统,0,0,1,0,0,0,0,1,0.125
传输时延,1,0,1,0,0,1,0,3,1.3666666666666667
通信距离,0,0,1,0,0,0,0,1,0.125
实时性,0,0,1,0,0,0,0,1,0.125
迭代译码结构,0,0,1,0,0,0,0,1,0.125
香农限,1,0,1,0,1,0,0,3,1.3666666666666667
迭代译码,0,0,1,0,3,0,0,4,0.85
轨道数据,0,0,1,0,0,0,0,1,0.125
无线电外测,0,0,1,0,0,0,0,1,0.125
格式化数据单元,0,0,1,0,0,0,0,1,0.125
轨道运行,0,0,1,0,0,0,0,1,0.125
射频,0,0,1,0,0,1,0,2,0.3666666666666667
遥控,0,0,1,0,0,0,0,1,0.125
分组遥测,0,0,1,0,0,0,0,1,0.125
宇宙开发事业,0,0,1,0,0,0,0,1,0.125
航空航天管理,0,0,1,0,0,0,0,1,0.125
cnsa,0,0,1,0,0,0,0,1,0.125
航天局,0,0,1,0,0,0,0,1,0.125
空间组,0,0,1,0,0,0,0,1,0.125
数据处理规范,0,0,1,0,0,0,0,1,0.125
通信协议,0,0,1,0,0,0,0,1,0.125
数据处理系统,0,0,1,0,0,0,0,1,0.125
空间通信,0,0,1,0,0,0,0,1,0.125
forspacedatasystem,0,0,1,0,0,0,0,1,0.125
ive,0,0,1,0,0,0,0,1,0.125
lt,0,0,1,0,0,0,0,1,0.125
3ccsds,0,0,1,0,0,0,0,1,0.125
路径,0,0,6,37,26,5,0,74,12.866666666666667
似然路径,1,0,5,10,34,2,0,52,11.575
t-sova算法,0,0,5,1,41,32,0,79,18.391666666666666
软输入,0,0,2,0,1,0,0,3,0.4916666666666667
维特比译码算法,0,0,5,21,9,1,0,36,5.666666666666666
lazyviterbi译码算法,0,0,2,0,1,0,0,3,0.4916666666666667
性能损失,0,0,2,1,2,2,0,7,1.3416666666666668
计算量,1,0,2,3,4,0,0,10,2.591666666666667
度量,0,0,2,6,4,0,0,12,1.9666666666666668
算法,0,0,2,5,5,0,0,12,2.083333333333333
节点,0,0,2,37,38,2,0,79,14.541666666666666
似然译码,0,0,2,10,0,0,0,12,1.5
turbo均衡,0,0,2,0,0,7,0,9,1.9416666666666667
单载波频域均衡,0,0,1,0,0,1,0,2,0.3666666666666667
系统性能,0,0,2,0,0,2,0,4,0.7333333333333334
工作信噪比,0,0,1,0,0,0,0,1,0.125
低信噪比,1,0,1,0,5,1,0,8,2.575
单载波频域均衡系统,0,0,1,0,0,6,0,7,1.575
多天线,0,0,2,0,0,1,0,3,0.4916666666666667
mimo-scfde通信系统,2,0,1,0,1,9,0,13,4.541666666666666
低复杂度turbo码,0,0,1,0,0,0,0,1,0.125
mimo-scfde系统,1,0,2,0,0,10,0,13,3.6666666666666665
分支路径,1,0,1,7,7,0,0,16,3.6916666666666664
竞争路径,0,0,1,0,18,3,0,22,5.2
最小度量,0,0,1,1,0,0,0,2,0.25
log-likelihoodratio,0,0,1,0,0,0,0,1,0.125
llr,0,0,1,0,13,0,0,14,3.2666666666666666
分支路径算法,0,0,1,0,0,0,0,1,0.125
路径度量值,0,0,1,1,2,6,0,10,2.1833333333333336
译码路径,0,0,1,0,0,0,0,1,0.125
硬件算法,0,0,1,0,0,0,0,1,0.125
软件,0,0,1,0,0,0,0,1,0.125
指数型增长,0,0,1,0,0,0,0,1,0.125
内部寄存器长度,0,0,1,0,0,0,0,1,0.125
二进制信息符号译码,0,0,1,0,0,0,0,1,0.125
译码时延,0,0,1,0,2,0,0,3,0.6083333333333334
指数型,0,0,1,0,0,0,0,1,0.125
分支度量,0,0,1,7,5,3,0,16,2.9333333333333336
度量值,0,0,1,12,11,5,0,29,5.491666666666667
状态转移度量,0,0,1,0,1,0,0,2,0.3666666666666667
后向分支度量,0,0,1,0,3,0,0,4,0.85
前向分支度量,0,0,1,0,2,0,0,3,0.6083333333333334
max-log-map,0,0,1,0,3,0,0,4,0.85
对数查表,0,0,1,0,0,0,0,1,0.125
对数,0,0,1,2,14,1,0,18,4.0
log-map,0,0,1,0,6,1,0,8,1.8166666666666667
对数运算,0,0,1,0,0,0,0,1,0.125
搜索路径,0,0,1,1,3,0,0,5,0.975
深度,0,0,1,5,2,0,0,8,1.2333333333333334
广度,0,0,1,0,0,0,0,1,0.125
译码策略,0,0,1,0,0,0,0,1,0.125
后验概率译码,0,0,1,1,0,0,0,2,0.25
先验概率,0,0,1,1,1,0,0,3,0.4916666666666667
状态数,0,0,1,0,1,0,0,2,0.3666666666666667
viterbi译码,0,0,1,0,1,0,0,2,0.3666666666666667
序列,0,0,1,8,0,1,0,10,1.3666666666666667
状态转移编码器,0,0,1,0,0,0,0,1,0.125
误符号率,0,0,1,0,0,0,0,1,0.125
符号,0,0,1,2,1,6,0,10,2.0666666666666664
软输出维特比,0,0,1,0,0,0,0,1,0.125
va,0,0,1,0,1,0,0,2,0.3666666666666667
低复杂度译码,1,0,2,0,2,1,0,6,1.975
均衡器,1,0,1,0,0,8,0,10,3.0583333333333336
单载波频域,0,0,1,0,0,3,0,4,0.85
mimo-scfde,0,0,1,0,0,4,0,5,1.0916666666666668
outputviterbialgorithm,0,0,1,0,0,0,0,1,0.125
inputsoft,0,0,1,0,0,0,0,1,0.125
trimmings,0,0,1,0,2,0,0,3,0.6083333333333334
mlpath,0,0,1,1,2,0,0,4,0.7333333333333334
a*译码算法,0,0,1,1,4,0,0,6,1.2166666666666668
dijkstra算法,0,0,1,7,0,0,0,8,1.0
人工智能,0,0,1,2,0,0,0,3,0.375
sequentialdecodingalgorithm,0,0,1,1,0,0,0,2,0.25
序列译码算法,0,0,1,14,8,0,0,23,3.8083333333333336
viterbidecodingalgorithm,0,0,1,0,0,0,0,1,0.125
信道译码,0,0,1,6,3,3,0,13,2.325
信道编译码,0,0,1,0,0,1,0,2,0.3666666666666667
概率,0,0,0,4,4,0,0,8,1.4666666666666668
似然函数,0,0,0,5,0,0,0,5,0.625
汉明距离,0,0,0,5,0,0,0,5,0.625
二进制对称信道,0,0,0,2,0,0,0,2,0.25
译码规则,0,0,0,2,0,0,0,2,0.25
常数,0,0,0,2,2,1,0,5,0.975
平均误码率,0,0,0,2,0,0,0,2,0.25
输出码字,0,0,0,2,0,0,0,2,0.25
接收码字,0,0,0,3,2,0,0,5,0.8583333333333334
log,0,0,0,1,0,0,0,1,0.125
bsc,0,0,0,1,0,0,0,1,0.125
最佳译码,0,0,0,1,0,0,0,1,0.125
发送,0,0,0,1,0,0,0,1,0.125
接收端,0,0,0,4,0,12,0,16,3.4
实通信系统,0,0,0,1,0,0,0,1,0.125
加权,0,0,0,1,0,1,0,2,0.3666666666666667
条件概率,0,0,0,1,0,0,0,1,0.125
团山,0,0,0,1,0,0,0,1,0.125
对数似然函数,0,0,0,1,0,0,0,1,0.125
单调函数,0,0,0,1,0,0,0,1,0.125
估计值,0,0,0,1,0,0,0,1,0.125
es,0,0,0,1,0,0,0,1,0.125
接收序列,0,0,0,5,2,3,0,10,1.8333333333333333
hi-m,0,0,0,1,0,0,0,1,0.125
nmaxp,0,0,0,1,0,0,0,1,0.125
min,0,0,0,1,0,0,0,1,0.125
平均错误概率,0,0,0,1,0,0,0,1,0.125
接收码,0,0,0,1,0,0,0,1,0.125
收端译码器,0,0,0,1,0,0,0,1,0.125
发送码字,0,0,0,2,0,0,0,2,0.25
通信可靠性,0,0,0,1,0,0,0,1,0.125
通信过程,0,0,0,1,0,0,0,1,0.125
维特比译码器,0,0,0,1,0,0,0,1,0.125
傅尼,0,0,0,1,0,0,0,1,0.125
动态规划,0,0,0,1,0,0,0,1,0.125
最短路径,0,0,0,13,0,0,0,13,1.625
加权图,0,0,0,1,0,0,0,1,0.125
维特比算法,0,0,0,3,7,0,0,10,2.0666666666666664
概率译码,0,0,0,1,0,0,0,1,0.125
代数译码,0,0,0,1,0,0,0,1,0.125
信道编码技术,0,0,0,1,0,0,0,1,0.125
卷积码译码,0,0,0,3,0,0,0,3,0.375
幸存路径,0,0,0,9,9,3,0,21,4.025
分支度量值,0,0,0,7,4,1,0,12,2.083333333333333
网格图,0,0,0,5,0,0,0,5,0.625
时刻,0,0,0,4,15,1,0,20,4.366666666666667
状态,0,0,0,8,8,9,0,25,5.108333333333333
数字,0,0,0,2,0,0,0,2,0.25
虚线,0,0,0,2,5,1,0,8,1.7
累积度量值,0,0,0,3,2,1,0,6,1.1
累积值,0,0,0,2,0,1,0,3,0.4916666666666667
汉明距离译码,0,0,0,2,0,0,0,2,0.25
有噪信道干扰,0,0,0,1,0,0,0,1,0.125
实线,0,0,0,1,4,0,0,5,1.0916666666666668
码字m,0,0,0,1,0,0,0,1,0.125
折线,0,0,0,1,0,0,0,1,0.125
非幸存路径,0,0,0,2,0,0,0,2,0.25
蓝色曲线,0,0,0,1,0,0,0,1,0.125
支路,0,0,0,1,0,3,0,4,0.85
度量积累量,0,0,0,1,0,0,0,1,0.125
状态节点,0,0,0,1,1,0,0,2,0.3666666666666667
码字信息,0,0,0,1,0,0,0,1,0.125
路径分支,0,0,0,2,0,0,0,2,0.25
比特码字,0,0,0,2,0,0,0,2,0.25
实线箭头,0,0,0,1,0,0,0,1,0.125
圆圈,0,0,0,1,0,0,0,1,0.125
卷积码译码网格图,0,0,0,1,0,0,0,1,0.125
维特比译码格,0,0,0,1,0,0,0,1,0.125
码字序列,0,0,0,1,0,0,0,1,0.125
卷积编码器,0,0,0,1,0,1,0,2,0.3666666666666667
欧式距离,0,0,0,2,0,0,0,2,0.25
延续,0,0,0,1,0,0,0,1,0.125
初始化,0,0,0,3,0,0,0,3,0.375
累计度量值,0,0,0,1,0,0,0,1,0.125
pm值,0,0,0,1,0,0,0,1,0.125
幸存度量值,0,0,0,1,0,0,0,1,0.125
卷积码寄存器长度,0,0,0,1,0,0,0,1,0.125
码字长度,0,0,0,2,0,0,0,2,0.25
全零状态,0,0,0,1,0,0,0,1,0.125
译码过程,0,0,0,1,1,0,0,2,0.3666666666666667
分支,0,0,0,5,5,2,0,12,2.3166666666666664
状态转移,0,0,0,1,0,1,0,2,0.3666666666666667
输入码字,0,0,0,1,0,0,0,1,0.125
网格,0,0,0,1,1,0,0,2,0.3666666666666667
序列长度,0,0,0,1,0,0,0,1,0.125
编码过程,0,0,0,1,0,0,0,1,0.125
编码过,0,0,0,1,1,0,0,2,0.3666666666666667
累积量,0,0,0,2,0,0,0,2,0.25
branchmetric,0,0,0,1,0,0,0,1,0.125
维特比译码过程,0,0,0,1,0,0,0,1,0.125
dmc信道,0,0,0,2,1,0,0,3,0.4916666666666667
长度路径,0,0,0,2,0,0,0,2,0.25
比特度量,0,0,0,2,0,0,0,2,0.25
fano,0,0,0,3,0,0,0,3,0.375
费诺,0,0,0,4,0,0,0,4,0.5
fano度量值,0,0,0,1,0,0,0,1,0.125
似然函数译码,0,0,0,1,0,0,0,1,0.125
符号概率,0,0,0,1,0,0,0,1,0.125
尸化,0,0,0,1,0,0,0,1,0.125
信道转移概率,0,0,0,1,0,0,0,1,0.125
对等式,0,0,0,1,0,0,0,1,0.125
编码码率,0,0,0,1,1,0,0,2,0.3666666666666667
等概发送,0,0,0,1,0,0,0,1,0.125
发送码字序列,0,0,0,1,0,0,0,1,0.125
码元,0,0,0,1,0,0,0,1,0.125
发送序列,0,0,0,1,0,0,0,1,0.125
q进制,0,0,0,1,0,0,0,1,0.125
二进制,0,0,0,1,0,0,0,1,0.125
路径长度,0,0,0,4,0,0,0,4,0.5
时刻译码器,0,0,0,1,0,0,0,1,0.125
译码操作,0,0,0,1,0,0,0,1,0.125
译码时刻,0,0,0,1,0,0,0,1,0.125
最优度量,0,0,0,1,0,0,0,1,0.125
似然译码算法,0,0,0,1,1,0,0,2,0.3666666666666667
计算次数,0,0,0,3,0,0,0,3,0.375
fano算法,0,0,0,2,0,0,0,2,0.25
门限值,0,0,0,2,0,0,0,2,0.25
fano度量,0,0,0,4,0,0,0,4,0.5
fano译码算法,0,0,0,9,0,0,0,9,1.125
译码终点,0,0,0,3,0,0,0,3,0.375
费诺译码算法,0,0,0,2,0,0,0,2,0.25
精度,0,0,0,1,1,0,0,2,0.3666666666666667
计算,0,0,0,1,0,1,0,2,0.3666666666666667
坏路径,0,0,0,1,0,0,0,1,0.125
搜索分支,0,0,0,1,0,0,0,1,0.125
最小度量值,0,0,0,1,0,0,0,1,0.125
最小,0,0,0,1,0,0,0,1,0.125
门限t,0,0,0,1,0,0,0,1,0.125
次数,0,0,0,1,0,0,0,1,0.125
系数,0,0,0,1,1,0,0,2,0.3666666666666667
电路,0,0,0,1,0,0,0,1,0.125
fano译码器,0,0,0,1,0,0,0,1,0.125
fano译码,0,0,0,2,0,0,0,2,0.25
自适应门限,0,0,0,1,0,0,0,1,0.125
费诺度量值,0,0,0,1,0,0,0,1,0.125
门限,0,0,0,4,1,7,0,12,2.4333333333333336
幸存节点,0,0,0,5,0,0,0,5,0.625
码树,0,0,0,3,0,0,0,3,0.375
搜索策略,0,0,0,1,0,0,0,1,0.125
可能序列,0,0,0,1,0,0,0,1,0.125
译码思想,0,0,0,1,0,0,0,1,0.125
噪声大小,0,0,0,1,0,0,0,1,0.125
无误传输,0,0,0,1,0,0,0,1,0.125
bsc信道,0,0,0,1,0,0,0,1,0.125
长度,0,0,0,3,3,2,0,8,1.5833333333333333
干扰强度,0,0,0,1,0,0,0,1,0.125
噪声,0,0,0,3,0,1,0,4,0.6166666666666667
延迟,0,0,0,1,0,0,0,1,0.125
准最佳概率译码,0,0,0,1,0,0,0,1,0.125
码树图,0,0,0,3,0,0,0,3,0.375
wozencraft,0,0,0,1,0,0,0,1,0.125
堆栈,0,0,0,7,0,0,0,7,0.875
open堆栈,0,0,0,6,0,0,0,6,0.75
顺序译码算法,0,0,0,3,0,0,0,3,0.375
存储空间,0,0,0,4,2,0,0,6,0.9833333333333334
mlsda算法,0,0,0,4,3,0,0,7,1.225
mlsda,0,0,0,3,0,0,0,3,0.375
堆栈长度,0,0,0,2,0,0,0,2,0.25
堆空间,0,0,0,2,0,0,0,2,0.25
格图,0,0,0,4,2,0,0,6,0.9833333333333334
非负特性,0,0,0,2,0,0,0,2,0.25
瓦格纳,0,0,0,2,0,0,0,2,0.25
译码次数,0,0,0,2,0,0,0,2,0.25
sova分量译码器,0,0,0,1,1,0,0,2,0.3666666666666667
a*算法,0,0,0,13,3,0,0,16,2.35
dijkstra,0,0,0,5,0,0,0,5,0.625
顺序译码策略,0,0,0,1,0,0,0,1,0.125
节点数据,0,0,0,1,0,0,0,1,0.125
排序算法,0,0,0,1,0,0,0,1,0.125
close堆栈空间,0,0,0,1,0,0,0,1,0.125
open堆栈空间,0,0,0,1,0,0,0,1,0.125
似然译码策略,0,0,0,1,0,0,0,1,0.125
mlsda改进算法,0,0,0,1,0,0,0,1,0.125
fano顺序译码,0,0,0,1,0,0,0,1,0.125
继续译码,0,0,0,1,0,0,0,1,0.125
译码终,0,0,0,2,0,0,0,2,0.25
非负数,0,0,0,1,0,0,0,1,0.125
起始节点,0,0,0,1,2,0,0,3,0.6083333333333334
fano顺序译码算法,0,0,0,1,0,0,0,1,0.125
度量计算,0,0,0,1,0,0,0,1,0.125
格图搜索,0,0,0,1,0,0,0,1,0.125
译码树搜索,0,0,0,1,0,0,0,1,0.125
mqj,0,0,0,1,0,0,0,1,0.125
分支路径度量,0,0,0,1,0,1,0,2,0.3666666666666667
度量累积,0,0,0,1,0,0,0,1,0.125
译码结,1,0,0,1,0,0,0,2,1.125
空白,0,0,0,1,0,0,0,1,0.125
ml译码算法,0,0,0,1,0,0,0,1,0.125
错误样式集合,0,0,0,1,0,0,0,1,0.125
伴随,0,0,0,1,0,0,0,1,0.125
校验矩阵,0,0,0,1,0,0,0,1,0.125
编码矩阵,0,0,0,1,0,0,0,1,0.125
伴随式,0,0,0,1,0,0,0,1,0.125
接收信息,0,0,0,1,0,0,0,1,0.125
rlrr2,0,0,0,1,0,0,0,1,0.125
卷积编码,0,0,0,1,1,0,0,2,0.3666666666666667
比特长度,0,0,0,1,0,0,0,1,0.125
码字比特数,0,0,0,1,0,0,0,1,0.125
码元比特数,0,0,0,1,0,0,0,1,0.125
tdecisionsequentialdecodingalgorithm,0,0,0,1,0,0,0,1,0.125
maximum-likelihoods,0,0,0,1,0,0,0,1,0.125
数量级,0,0,0,1,0,0,0,1,0.125
awgn信道,0,0,0,3,3,6,0,12,2.55
信噪,0,0,0,1,3,1,0,5,1.0916666666666668
译码搜索次数,0,0,0,1,0,0,0,1,0.125
译码信噪,0,0,0,1,0,0,0,1,0.125
次最优译码,0,0,0,1,0,0,0,1,0.125
似然,0,0,0,2,0,0,0,2,0.25
信道噪声,0,0,0,1,0,0,0,1,0.125
fano序列译码算法,0,0,0,1,0,0,0,1,0.125
信息传输,0,0,0,1,0,0,0,1,0.125
fano序列译码,0,0,0,1,0,0,0,1,0.125
指数,0,0,0,1,7,0,0,8,1.8166666666666667
卷积码编码器,0,0,0,2,0,0,0,2,0.25
可靠性传输,0,0,0,1,0,0,0,1,0.125
节点个数,0,0,0,1,0,0,0,1,0.125
个数,0,0,0,1,1,0,0,2,0.3666666666666667
性传输,0,0,0,1,0,0,0,1,0.125
启发函数,0,0,0,12,0,0,0,12,1.5
openlist,0,0,0,5,0,0,0,5,0.625
起始点,0,0,0,4,0,0,0,4,0.5
短路径,0,0,0,4,0,0,0,4,0.5
中间,0,0,0,3,0,0,0,3,0.375
止匕时,0,0,0,3,0,0,0,3,0.375
比特码,0,0,0,2,0,0,0,2,0.25
线性分组码,0,0,0,2,0,0,0,2,0.25
list,0,0,0,2,0,0,0,2,0.25
集合,0,0,0,2,0,0,0,2,0.25
顶点,0,0,0,2,0,0,0,2,0.25
距离,0,0,0,2,0,1,0,3,0.4916666666666667
源点,0,0,0,2,0,0,0,2,0.25
数组,0,0,0,2,0,0,0,2,0.25
最短路径算法,0,0,0,3,0,0,0,3,0.375
硬判决,0,0,0,2,4,6,0,12,2.6666666666666665
累加,0,0,0,1,0,0,0,1,0.125
平方,0,0,0,1,0,0,0,1,0.125
译码规,0,0,0,1,0,0,0,1,0.125
口叫,0,0,0,1,0,0,0,1,0.125
ro,0,0,0,1,0,0,0,1,0.125
欧氏距离,0,0,0,1,0,0,0,1,0.125
目标节点,0,0,0,1,0,0,0,1,0.125
码m,0,0,0,1,0,0,0,1,0.125
系统码,0,0,0,1,0,0,0,1,0.125
输入比特数,0,0,0,1,0,0,0,1,0.125
译码错误,0,0,0,1,1,1,0,3,0.6083333333333334
高斯分布特性,0,0,0,1,0,0,0,1,0.125
分支路径计,0,0,0,1,0,0,0,1,0.125
bpsk调制,0,0,0,1,1,0,0,2,0.3666666666666667
二元码字,0,0,0,1,0,0,0,1,0.125
取舍,0,0,0,1,0,0,0,1,0.125
运行速度,0,0,0,1,0,0,0,1,0.125
地相,0,0,0,1,0,0,0,1,0.125
运行时间,0,0,0,1,0,0,0,1,0.125
路径值,0,0,0,1,0,0,0,1,0.125
closelist,0,0,0,1,0,0,0,1,0.125
状态m,0,0,0,1,0,0,0,1,0.125
初始状态,0,0,0,1,0,0,0,1,0.125
状态空间,0,0,0,1,0,0,0,1,0.125
译码格图,0,0,0,1,5,0,0,6,1.3333333333333333
izeddijkstraalgorithm,0,0,0,1,0,0,0,1,0.125
广义迪杰斯特拉算法,0,0,0,1,0,0,0,1,0.125
障碍物,0,0,0,1,0,0,0,1,0.125
工作空间,0,0,0,1,0,0,0,1,0.125
行走时间,0,0,0,1,0,0,0,1,0.125
行走路径,0,0,0,1,0,0,0,1,0.125
工作代价,0,0,0,1,0,0,0,1,0.125
静态路网,0,0,0,1,0,0,0,1,0.125
heuristicfunction,0,0,0,1,0,0,0,1,0.125
译码码,0,0,0,1,0,0,0,1,0.125
步骤集合,0,0,0,1,0,0,0,1,0.125
