dissertation,name,this_url,language
基于时空融合的多媒体事件检测,多媒体事件检测,基于时空融合的多媒体事件检测_关键词_1,中文
基于时空融合的多媒体事件检测,深度学习,基于时空融合的多媒体事件检测_关键词_2,中文
基于时空融合的多媒体事件检测,视频分类,基于时空融合的多媒体事件检测_关键词_3,中文
基于时空融合的多媒体事件检测,Multimedia event detection,基于时空融合的多媒体事件检测_keyword_4,英文
基于时空融合的多媒体事件检测,deep neural networks,基于时空融合的多媒体事件检测_keyword_5,英文
基于时空融合的多媒体事件检测,video classification,基于时空融合的多媒体事件检测_keyword_6,英文
