dissertation,name,this_url,language
基于深度学习的示功图诊断技术研究,示功图,基于深度学习的示功图诊断技术研究_关键词_1,中文
基于深度学习的示功图诊断技术研究,样本增强,基于深度学习的示功图诊断技术研究_关键词_2,中文
基于深度学习的示功图诊断技术研究,特征融合,基于深度学习的示功图诊断技术研究_关键词_3,中文
基于深度学习的示功图诊断技术研究,卷积神经网络轻量化,基于深度学习的示功图诊断技术研究_关键词_4,中文
基于深度学习的示功图诊断技术研究,indicator diagram,基于深度学习的示功图诊断技术研究_keyword_5,英文
基于深度学习的示功图诊断技术研究,sample enhancement,基于深度学习的示功图诊断技术研究_keyword_6,英文
基于深度学习的示功图诊断技术研究,feature fusion,基于深度学习的示功图诊断技术研究_keyword_7,英文
基于深度学习的示功图诊断技术研究,convolutional neural network lightweight,基于深度学习的示功图诊断技术研究_keyword_8,英文
