name,this_url,level
绪论,社交媒体中基于用户兴趣的跨域数据挖掘研究_1级_1,1
跨域数据挖掘及用户兴趣模型研究综述,社交媒体中基于用户兴趣的跨域数据挖掘研究_1级_2,1
异质跨域数据下基于用户兴趣的跨域用户身份识别方法研究,社交媒体中基于用户兴趣的跨域数据挖掘研究_1级_3,1
匿名跨域数据下基于用户兴趣的跨域推荐方法研究,社交媒体中基于用户兴趣的跨域数据挖掘研究_1级_4,1
动态跨域数据下基于用户兴趣的跨域推荐方法研究,社交媒体中基于用户兴趣的跨域数据挖掘研究_1级_5,1
总结及展望,社交媒体中基于用户兴趣的跨域数据挖掘研究_1级_6,1
