,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
异构切换代价,0,0,0,0,0,1,1,2,0.48333333333333334
底层物理链路,0,0,0,0,1,1,1,3,0.725
节点映射,0,0,3,2,19,3,1,28,6.183333333333334
贪婪算法,0,0,0,0,0,0,1,1,0.24166666666666667
映射模型,1,0,2,0,2,1,1,7,2.216666666666667
底层物理网络,0,0,4,6,4,4,1,19,3.425
链路带宽资源约束,0,0,0,0,0,0,1,1,0.24166666666666667
资源约束,0,0,0,3,3,1,1,8,1.5833333333333333
正态分布,0,0,0,0,0,0,1,1,0.24166666666666667
泊松分布,0,0,0,0,0,0,1,1,0.24166666666666667
达速率,0,0,0,0,0,0,1,1,0.24166666666666667
在线映射,0,0,2,0,1,0,1,4,0.7333333333333334
请求约束条,0,0,0,0,0,0,1,1,0.24166666666666667
物理带宽资源,0,0,0,0,0,1,1,2,0.48333333333333334
计算资源,0,0,1,0,2,0,1,4,0.85
虚拟层,0,0,0,0,0,0,1,1,0.24166666666666667
异构sdn虚拟化架构,0,0,0,0,0,0,1,1,0.24166666666666667
在线虚拟网络映射算法,0,0,0,0,0,0,1,1,0.24166666666666667
虚拟化,3,0,3,10,3,0,1,20,5.591666666666667
异构网络,9,0,23,7,21,3,1,64,18.791666666666668
底层异构网络,0,0,0,0,0,0,1,1,0.24166666666666667
平行链路,0,0,0,0,0,0,1,1,0.24166666666666667
带权无向多重图,0,0,0,0,0,0,1,1,0.24166666666666667
物理链路资源,0,0,0,0,0,0,1,1,0.24166666666666667
直连链路,0,0,0,0,0,0,1,1,0.24166666666666667
带权无向图,0,0,0,0,0,0,1,1,0.24166666666666667
网络,3,0,19,25,5,4,1,57,10.916666666666666
路径,0,0,0,0,16,6,0,22,5.316666666666666
最短路径,0,0,1,0,9,1,0,11,2.5416666666666665
权重,0,0,0,0,5,0,0,5,1.2083333333333333
跳数,0,0,0,0,7,3,0,10,2.4166666666666665
dijkstra算法,0,0,0,0,4,0,0,4,0.9666666666666667
备选路径,0,0,0,0,3,2,0,5,1.2083333333333333
约束,0,0,2,1,4,0,0,7,1.3416666666666668
k最短路径算法,0,0,0,0,2,0,0,2,0.48333333333333334
松弛算法,0,0,0,0,2,0,0,2,0.48333333333333334
算法,0,0,6,2,4,10,0,22,4.383333333333333
多重图约束,0,0,0,0,2,0,0,2,0.48333333333333334
短路径,0,0,0,0,3,1,0,4,0.9666666666666667
多重图,0,0,1,0,2,1,0,4,0.85
cspf,0,0,0,0,2,0,0,2,0.48333333333333334
已分配资源,0,0,0,0,2,0,0,2,0.48333333333333334
终止服务,0,0,0,0,2,0,0,2,0.48333333333333334
虚拟链路厂,0,0,0,0,3,0,0,3,0.725
网络资源,0,0,4,1,5,0,0,10,1.8333333333333333
约束条件,0,0,5,0,5,4,0,14,2.8
带宽约束条件,0,0,0,0,1,0,0,1,0.24166666666666667
forrinp,0,0,0,0,1,0,0,1,0.24166666666666667
nu和,0,0,0,0,1,0,0,1,0.24166666666666667
映射物理节点,0,0,0,0,1,0,0,1,0.24166666666666667
mn,0,0,0,0,1,0,0,1,0.24166666666666667
虚拟链路厂源节点,0,0,0,0,1,0,0,1,0.24166666666666667
链路映射结果集,0,0,0,0,1,0,0,1,0.24166666666666667
节点映射结果集,0,0,0,0,2,0,0,2,0.48333333333333334
kcspa,0,0,0,0,1,0,0,1,0.24166666666666667
最短路径映射,0,0,0,0,2,0,0,2,0.48333333333333334
物理网络链路,0,0,0,0,3,0,0,3,0.725
算效率,0,0,0,0,1,0,0,1,0.24166666666666667
链路代价,0,0,0,0,1,0,0,1,0.24166666666666667
集合选优机制,0,0,0,0,1,0,0,1,0.24166666666666667
链路切换次数,0,0,0,0,1,0,0,1,0.24166666666666667
冗余选路,0,0,0,0,1,0,0,1,0.24166666666666667
可用路径,0,0,0,0,2,0,0,2,0.48333333333333334
搜索规模,0,0,0,0,1,0,0,1,0.24166666666666667
近似算法,0,0,0,0,1,0,0,1,0.24166666666666667
链路异构切换代价,0,0,0,0,1,0,0,1,0.24166666666666667
网络环境,0,0,2,1,1,0,0,4,0.6166666666666667
endfor,0,0,0,0,1,1,0,2,0.48333333333333334
邻接矩阵节点,0,0,0,0,1,0,0,1,0.24166666666666667
处理节点,0,0,0,0,1,0,0,1,0.24166666666666667
前驱矩阵,0,0,0,0,1,0,0,1,0.24166666666666667
距离矩阵,0,0,0,0,1,0,0,1,0.24166666666666667
relaxation,0,0,0,0,1,0,0,1,0.24166666666666667
多重图松弛算法,0,0,0,0,1,0,0,1,0.24166666666666667
负载,0,0,1,1,1,0,0,3,0.4916666666666667
切换代价,1,0,2,0,6,1,0,10,2.9416666666666664
链路负载因子,0,0,0,0,1,0,0,1,0.24166666666666667
監严,0,0,0,0,1,0,0,1,0.24166666666666667
负载系数,0,0,0,0,1,0,0,1,0.24166666666666667
带宽使用率,0,0,0,0,1,0,0,1,0.24166666666666667
切换权重,0,0,0,0,1,0,0,1,0.24166666666666667
先驱字典,0,0,0,0,1,0,0,1,0.24166666666666667
路径权重,0,0,0,0,1,0,0,1,0.24166666666666667
更新距离矩阵,0,0,0,0,1,0,0,1,0.24166666666666667
带宽约束,1,0,1,0,1,1,0,4,1.6083333333333334
路径松弛,0,0,0,0,1,0,0,1,0.24166666666666667
最短路,0,0,0,0,1,0,0,1,0.24166666666666667
松弛环节,0,0,0,0,1,0,0,1,0.24166666666666667
shortestpathfirst,0,0,0,0,1,0,0,1,0.24166666666666667
可拆分流,0,0,0,0,1,0,0,1,0.24166666666666667
链路映射问题,0,0,0,0,1,0,0,1,0.24166666666666667
网络切换,0,0,4,2,1,0,0,7,0.9916666666666667
网络虚拟化,0,1,4,3,1,0,0,9,3.1166666666666667
通信子网,0,0,2,0,0,0,0,2,0.25
虚拟网络资源,0,0,2,0,0,0,0,2,0.25
网络服务供应商,0,0,2,1,0,0,0,3,0.375
计算虚拟化,0,0,2,0,0,0,0,2,0.25
网络虚拟化技术,0,0,3,9,0,0,0,12,1.5
网络服务,0,0,2,1,0,0,0,3,0.375
组网控制,0,0,2,0,0,0,0,2,0.25
网络链路,0,0,2,0,0,0,0,2,0.25
协议,0,0,2,4,1,0,0,7,0.9916666666666667
映射算法,0,0,7,5,7,0,0,19,3.1916666666666664
资源映射技术,0,0,1,0,0,0,0,1,0.125
资源虚拟化技术,0,0,1,0,0,0,0,1,0.125
异构网络环境,0,0,1,0,0,0,0,1,0.125
性能,1,0,2,4,10,1,0,18,4.408333333333333
运算负荷,0,0,1,0,0,0,0,1,0.125
通信节点,0,0,1,0,0,0,0,1,0.125
数据,0,0,1,2,0,0,0,3,0.375
虚拟化资源分配算法,0,0,1,0,0,0,0,1,0.125
vne,0,0,4,0,1,0,0,5,0.7416666666666667
vnm,0,0,1,0,0,0,0,1,0.125
embedding,0,0,1,0,0,0,0,1,0.125
virtualnetworkmapping,0,0,1,0,0,0,0,1,0.125
嵌入算法,0,0,1,0,0,0,0,1,0.125
物理网络资源,1,0,3,1,1,2,0,8,2.225
最大容忍时延,0,0,1,0,0,0,0,1,0.125
存储资源,0,0,1,0,0,0,0,1,0.125
共享物理网络,0,0,1,0,0,0,0,1,0.125
虚拟,0,0,1,0,0,0,0,1,0.125
底层设施,0,0,1,0,0,0,0,1,0.125
抖音短视频平台,0,0,1,0,0,0,0,1,0.125
服务提,0,0,1,0,0,0,0,1,0.125
阿里云数据中心,0,0,1,0,0,0,0,1,0.125
数据中心,0,0,1,0,0,0,0,1,0.125
阿里云,0,0,1,0,0,0,0,1,0.125
虚拟化技术,0,0,1,3,0,0,0,4,0.5
中国电信,0,0,1,0,0,0,0,1,0.125
中国移动,0,0,1,0,0,0,0,1,0.125
基础网络设施供应商,0,0,1,0,0,0,0,1,0.125
互联网云计算服务,0,0,1,0,0,0,0,1,0.125
虚拟服务器,0,0,1,0,0,0,0,1,0.125
物理服务器,0,0,1,0,0,0,0,1,0.125
软硬件解耦能力,0,0,1,0,0,0,0,1,0.125
sdn,1,0,1,12,0,0,0,14,2.625
网络功能虚拟化技术,0,0,1,0,0,0,0,1,0.125
资源协作,0,0,1,0,0,0,0,1,0.125
分布式转发平面网络,0,0,1,0,0,0,0,1,0.125
网络态势,0,0,1,0,0,0,0,1,0.125
转发平面,0,0,2,2,2,0,0,6,0.9833333333333334
控制器,1,0,1,18,0,0,0,20,3.375
编程接口,0,0,1,1,0,0,0,2,0.25
控制平面,0,0,1,2,0,0,0,3,0.375
可编程接口,0,0,1,0,0,0,0,1,0.125
转发分离,1,0,1,0,0,0,0,2,1.125
定义网络,0,0,1,0,0,0,0,1,0.125
软件化,0,0,2,1,0,0,0,3,0.375
调度,0,0,1,0,0,0,0,1,0.125
业务流量处理,0,0,1,0,0,0,0,1,0.125
硬件,0,0,1,0,0,0,0,1,0.125
传输设备,0,0,1,0,0,0,0,1,0.125
组网,0,0,1,0,0,0,0,1,0.125
服务质量,0,0,2,0,0,0,0,2,0.25
链路利用率,0,0,1,0,0,0,0,1,0.125
数据传输,0,0,1,1,0,0,0,2,0.25
资源配置,0,0,1,0,0,0,0,1,0.125
信息数据流,0,0,1,0,0,0,0,1,0.125
接入,0,0,1,0,0,0,0,1,0.125
常规网络,0,0,1,0,0,0,0,1,0.125
有效信息传输,0,0,1,0,0,0,0,1,0.125
服务质量保障,0,0,1,0,0,0,0,1,0.125
接入环境,1,0,1,0,0,0,0,2,1.125
通信协议,0,0,2,0,0,0,0,2,0.25
频谱资源,0,0,2,0,0,0,0,2,0.25
物理层技术,0,0,1,0,0,0,0,1,0.125
异构性,0,0,1,0,0,0,0,1,0.125
网络接口,1,0,1,0,0,0,0,2,1.125
接口,0,0,1,0,0,0,0,1,0.125
通信接口,1,0,1,2,0,0,0,4,1.375
转发节点,1,0,1,1,0,0,0,3,1.25
堆叠,1,0,1,0,0,0,0,2,1.125
通信网络,0,0,1,1,0,0,0,2,0.25
通信技术,0,0,1,0,0,0,0,1,0.125
用户,0,0,1,1,1,0,0,3,0.4916666666666667
qos,1,0,1,1,0,2,0,5,1.7333333333333334
可达性,0,0,1,0,0,0,0,1,0.125
通信需求,0,0,1,0,0,0,0,1,0.125
互联网络,0,0,1,1,0,0,0,2,0.25
互联网,0,0,1,1,0,0,0,2,0.25
arpanet,0,0,1,0,0,0,0,1,0.125
军事实验网,0,0,1,0,0,0,0,1,0.125
网络技术,0,0,1,1,0,0,0,2,0.25
inp,0,0,0,5,0,0,0,5,0.625
用户体验,0,0,0,1,0,0,0,1,0.125
服务稳定度,0,0,0,1,0,0,0,1,0.125
收益支,0,0,0,1,0,0,0,1,0.125
收益,0,0,0,6,1,1,0,8,1.2333333333333334
利润,0,0,0,1,0,0,0,1,0.125
长期虚拟网络,0,0,0,1,0,0,0,1,0.125
虚拟网络服务,0,0,1,1,1,0,0,3,0.4916666666666667
物理资源,2,0,2,4,5,1,0,14,4.2
网络请求,0,0,1,1,0,0,0,2,0.25
物理资源支,0,0,0,1,0,0,0,1,0.125
基础设施供应商,0,0,0,1,0,0,0,1,0.125
sp目标,0,0,0,1,0,0,0,1,0.125
inp目标,0,0,0,1,0,0,0,1,0.125
映射目标,0,0,1,1,0,0,0,2,0.25
网络服务提供商,0,0,0,1,0,0,0,1,0.125
基础设施,0,0,0,1,0,0,0,1,0.125
虚拟网络映射算法,2,0,5,3,2,1,0,13,3.725
利用率,0,0,0,2,6,1,0,9,1.9416666666666667
物理资源利用率,0,0,0,2,1,2,0,5,0.975
网络映射,0,0,1,2,0,0,0,3,0.375
cpu资源,0,0,0,2,11,0,0,13,2.908333333333333
基础设施提供商,0,0,1,2,0,0,0,3,0.375
vne算法,0,0,0,1,0,0,0,1,0.125
瓶颈节点,0,0,0,1,1,0,0,2,0.3666666666666667
离散程度,0,0,0,1,1,0,0,2,0.3666666666666667
物理链路带宽消耗,0,0,0,1,0,0,0,1,0.125
cpu利用率,0,0,0,1,3,3,0,7,1.575
资源总量,0,0,0,1,0,0,0,1,0.125
total,0,0,0,1,0,0,0,1,0.125
资源消耗量,0,0,0,1,0,0,0,1,0.125
consumed,0,0,0,1,0,0,0,1,0.125
硬件资源,0,0,0,2,0,0,0,2,0.25
物理资源负载率,0,0,0,1,0,0,0,1,0.125
离线映射过,0,0,0,1,0,0,0,1,0.125
数学,0,0,0,1,0,0,0,1,0.125
物理,0,0,0,1,0,1,0,2,0.3666666666666667
映射解,0,0,0,1,0,3,0,4,0.85
指标,0,0,0,1,0,0,0,1,0.125
收益支出比,0,0,0,1,0,0,0,1,0.125
效率,0,0,0,1,0,0,0,1,0.125
收益支出,0,0,0,1,2,2,0,5,1.0916666666666668
物理链路带宽,0,0,0,1,0,1,0,2,0.3666666666666667
硬盘,0,0,0,1,0,0,0,1,0.125
存储器资,0,0,0,1,0,0,0,1,0.125
网络支出,0,0,0,1,0,0,0,1,0.125
venv,0,0,0,1,0,0,0,1,0.125
抖动,0,0,0,1,0,0,0,1,0.125
链路带宽,0,0,2,1,5,3,0,11,2.3083333333333336
硬盘资源,0,0,0,1,0,0,0,1,0.125
存储器资源,0,0,0,1,0,0,0,1,0.125
质量,0,0,0,1,0,0,0,1,0.125
虚拟链路服务,0,0,0,1,0,0,0,1,0.125
网络收益,0,0,0,1,0,0,0,1,0.125
网络服务商,0,0,0,1,0,0,0,1,0.125
映射收益支出,0,0,0,1,0,2,0,3,0.6083333333333334
性能评价指标,0,0,0,1,0,0,0,1,0.125
虚拟网蛰,0,0,0,1,0,0,0,1,0.125
體拟网络,0,0,0,1,0,0,0,1,0.125
vn请求,0,0,0,1,0,0,0,1,0.125
时刻请求,0,0,0,1,0,0,0,1,0.125
ac,0,0,0,1,0,0,0,1,0.125
vemie,0,0,0,1,0,0,0,1,0.125
映射收益开销比,0,0,0,1,0,0,0,1,0.125
ved,0,0,0,1,0,0,0,1,0.125
ar,0,0,0,1,0,0,0,1,0.125
性能评价,0,0,0,1,0,0,0,1,0.125
可量化,0,0,0,1,0,0,0,1,0.125
参数,0,0,0,1,6,6,0,13,3.025
性能指标,0,0,2,2,0,0,0,4,0.5
异构转发节点,0,0,0,0,3,0,0,3,0.725
剩余带宽,1,0,1,1,5,2,0,10,2.9416666666666664
通信手段,0,0,0,0,4,0,0,4,0.9666666666666667
支出模型,0,0,0,0,2,0,0,2,0.48333333333333334
最短路径算法,0,0,0,0,2,0,0,2,0.48333333333333334
虚拟化平台,0,0,0,1,2,0,0,3,0.6083333333333334
vne-g-lmaoks算法,1,0,0,0,9,0,0,10,3.175
vine-sp,0,0,0,0,1,0,0,1,0.24166666666666667
ne,0,0,0,0,1,0,0,1,0.24166666666666667
vne-g-sp,1,0,0,0,3,0,0,4,1.725
适配优化,0,0,0,0,1,0,0,1,0.24166666666666667
多重链路特性,0,0,0,0,1,0,0,1,0.24166666666666667
映射策略,0,0,0,0,2,0,0,2,0.48333333333333334
映射方案,0,0,0,0,2,2,0,4,0.9666666666666667
切换,1,0,0,0,3,1,0,5,1.9666666666666668
在线网络映射算法,1,0,1,0,2,0,0,4,1.6083333333333334
候选链路,0,0,0,0,1,0,0,1,0.24166666666666667
通信链路,0,0,1,0,1,0,0,2,0.3666666666666667
路径松弛算法,1,0,1,0,1,0,0,3,1.3666666666666667
无向多重图,0,0,0,0,2,1,0,3,0.725
物理网络模型,0,0,0,0,1,0,0,1,0.24166666666666667
无向图,0,0,0,0,1,1,0,2,0.48333333333333334
虚拟网络映射模型,0,0,1,0,2,0,0,3,0.6083333333333334
物理资源消耗,0,0,1,0,1,0,0,2,0.3666666666666667
物理资源支出模型,0,0,1,0,1,0,0,2,0.3666666666666667
切换因素,0,0,0,0,1,0,0,1,0.24166666666666667
传统映射模型,0,0,0,0,1,0,0,1,0.24166666666666667
链路带宽支,0,0,0,0,1,0,0,1,0.24166666666666667
资源支出,0,0,1,0,1,0,0,2,0.3666666666666667
转换,0,0,0,0,1,0,0,1,0.24166666666666667
数据带宽,0,0,0,0,1,0,0,1,0.24166666666666667
数据流,0,0,0,0,1,0,0,1,0.24166666666666667
跨网协作通信,1,0,0,0,1,0,0,2,1.2416666666666667
mcf,0,0,0,0,1,0,0,1,0.24166666666666667
启发算法,0,0,1,0,1,0,0,2,0.3666666666666667
映射链路,0,0,0,0,1,2,0,3,0.725
映射节点,0,0,0,0,1,3,0,4,0.9666666666666667
cpu计算资源,0,0,0,0,1,0,0,1,0.24166666666666667
节点计算资源,0,0,0,0,1,1,0,2,0.48333333333333334
带宽资源,0,0,0,2,4,1,0,7,1.4583333333333333
链路资源,1,0,0,1,3,1,0,6,2.091666666666667
处理,0,0,0,0,1,0,0,1,0.24166666666666667
系统,0,0,0,0,1,0,0,1,0.24166666666666667
精确式映射算法,0,0,5,0,1,0,0,6,0.8666666666666667
在线映射场景,0,0,0,0,1,0,0,1,0.24166666666666667
异构sdn网络环境,0,0,0,0,2,0,0,2,0.48333333333333334
链路映射过程,1,0,0,0,4,0,0,5,1.9666666666666668
openvirtex网络,0,0,0,0,1,0,0,1,0.24166666666666667
映射管理,0,0,0,0,1,0,0,1,0.24166666666666667
网络隔离,0,0,0,0,1,0,0,1,0.24166666666666667
sdn技术,0,0,0,0,1,0,0,1,0.24166666666666667
元启发式算法,0,0,5,0,0,6,0,11,2.075
信息素建模,0,0,0,0,0,2,0,2,0.48333333333333334
信息素,2,0,2,0,0,28,0,32,9.016666666666666
选优路径,0,0,0,0,0,2,0,2,0.48333333333333334
启发式算法,0,0,6,0,0,5,0,11,1.9583333333333333
vne-greedy,1,0,0,0,0,3,0,4,1.725
蚁群映射算法,1,0,1,0,0,3,0,5,1.85
mcf算法,0,0,0,0,0,1,0,1,0.24166666666666667
最短路径映射链路,0,0,0,0,0,1,0,1,0.24166666666666667
映射转移概率,0,0,0,0,0,1,0,1,0.24166666666666667
节点映射矩阵,0,0,0,0,0,1,0,1,0.24166666666666667
信息素矩阵,0,0,0,0,0,4,0,4,0.9666666666666667
正反馈机制,0,0,0,0,0,2,0,2,0.48333333333333334
组合优化,0,0,0,0,0,1,0,1,0.24166666666666667
线性规划,0,0,0,0,0,1,0,1,0.24166666666666667
模拟退火算法,0,0,1,0,0,1,0,2,0.3666666666666667
粒子群优化算法,0,0,1,0,0,1,0,2,0.3666666666666667
遗传算法,0,0,1,0,0,1,0,2,0.3666666666666667
随机搜索,0,0,1,0,0,1,0,2,0.3666666666666667
智能体,0,0,0,0,0,1,0,1,0.24166666666666667
随机现象,0,0,0,0,0,1,0,1,0.24166666666666667
自然界,0,0,0,0,0,1,0,1,0.24166666666666667
映射过程,0,0,0,0,0,1,0,1,0.24166666666666667
模型,0,0,0,0,1,1,0,2,0.48333333333333334
链路映射约束,0,0,0,0,0,1,0,1,0.24166666666666667
时延约束条件,0,0,0,0,0,1,0,1,0.24166666666666667
链路映射过,0,0,0,0,0,1,0,1,0.24166666666666667
启发,0,0,1,0,0,1,0,2,0.3666666666666667
qos约束,0,0,0,0,0,2,0,2,0.48333333333333334
qos模型,0,0,0,0,0,2,0,2,0.48333333333333334
传输带宽,0,0,0,0,0,1,0,1,0.24166666666666667
网络传输时延,0,0,0,0,0,1,0,1,0.24166666666666667
军事化战场,0,0,0,0,0,1,0,1,0.24166666666666667
智能车联网,0,0,0,0,0,1,0,1,0.24166666666666667
时延服务保障,0,0,0,0,0,1,0,1,0.24166666666666667
端到端,0,0,0,0,0,2,0,2,0.48333333333333334
网络业务,0,0,0,0,0,1,0,1,0.24166666666666667
物理路径,0,0,1,2,10,1,0,14,3.033333333333333
数字,0,0,0,0,3,2,0,5,1.2083333333333333
vnr2,0,0,0,0,2,0,0,2,0.48333333333333334
vnr1,0,0,0,0,2,0,0,2,0.48333333333333334
等待时间,0,0,0,0,2,0,0,2,0.48333333333333334
物理网络节点,0,0,0,0,2,0,0,2,0.48333333333333334
请求映射,0,0,0,0,2,1,0,3,0.725
希腊,0,0,0,0,1,0,0,1,0.24166666666666667
在线映射过程,0,0,0,0,1,0,0,1,0.24166666666666667
映射流程,0,0,0,0,1,1,0,2,0.48333333333333334
执行时间性能,0,0,0,0,1,0,0,1,0.24166666666666667
fifo队列,0,0,0,0,1,0,0,1,0.24166666666666667
映射顺,0,0,0,0,1,0,0,1,0.24166666666666667
映射请求,0,0,0,0,1,0,0,1,0.24166666666666667
离线映射,0,0,2,0,1,0,0,3,0.4916666666666667
在线映射策略,0,0,0,0,1,0,0,1,0.24166666666666667
firstembed,0,0,0,0,1,0,0,1,0.24166666666666667
映射功能,0,0,0,0,1,0,0,1,0.24166666666666667
参数梯赫,0,0,0,0,1,0,0,1,0.24166666666666667
gv,0,0,0,0,1,0,0,1,0.24166666666666667
虚拟网络链路集合,0,0,0,0,1,0,0,1,0.24166666666666667
虚拟网络链路,0,0,0,1,1,0,0,2,0.3666666666666667
节点集合,0,0,0,0,1,0,0,1,0.24166666666666667
虚拟网络节点,0,0,0,2,1,1,0,4,0.7333333333333334
参数符号,0,0,0,0,1,0,0,1,0.24166666666666667
图形,0,0,0,0,1,0,0,1,0.24166666666666667
环形网络拓扑请求,0,0,0,0,1,0,0,1,0.24166666666666667
拓扑请求,0,0,0,0,1,0,0,1,0.24166666666666667
线性网络,0,0,0,0,1,0,0,1,0.24166666666666667
带宽请求约束,0,0,0,0,1,0,0,1,0.24166666666666667
链路资源约束,0,0,0,0,1,1,0,2,0.48333333333333334
节点约束,0,0,0,0,1,1,0,2,0.48333333333333334
请求链路集合,0,0,0,1,1,0,0,2,0.3666666666666667
请求节点集合,0,0,0,1,1,0,0,2,0.3666666666666667
加权无向图,0,0,0,2,1,0,0,3,0.4916666666666667
连线样式,0,0,0,0,1,0,0,1,0.24166666666666667
剩余,0,0,0,0,2,0,0,2,0.48333333333333334
底层物理网络拓扑,0,0,0,1,1,0,0,2,0.3666666666666667
三层堆叠,0,0,0,0,1,0,0,1,0.24166666666666667
物理带宽,0,0,0,0,1,1,0,2,0.48333333333333334
开销,0,0,0,0,1,0,0,1,0.24166666666666667
数据包,0,0,0,2,1,0,0,3,0.4916666666666667
通信能力,0,0,0,0,1,0,0,1,0.24166666666666667
源节点,0,0,0,2,1,0,0,3,0.4916666666666667
物理链路集合,0,0,0,1,1,0,0,2,0.3666666666666667
ns,0,0,0,0,1,0,0,1,0.24166666666666667
cpu计算能力,0,0,0,1,1,0,0,2,0.3666666666666667
底层网络节点,0,0,0,0,1,0,0,1,0.24166666666666667
底层物理网络平面,0,0,0,0,1,1,0,2,0.48333333333333334
rectedmultigraph,0,0,0,0,1,1,0,2,0.48333333333333334
虚拟化组件,0,0,0,13,0,0,0,13,1.625
sdn控制器,0,0,0,9,1,0,0,10,1.3666666666666667
sdn交换机,0,0,0,7,0,0,0,7,0.875
虚拟化层,0,0,0,4,0,0,0,4,0.5
交换机,0,0,0,7,0,0,0,7,0.875
透明代理,0,0,0,3,0,0,0,3,0.375
网络虚拟化平台,0,0,0,4,0,0,0,4,0.5
业务管理模块,0,0,0,2,0,0,0,2,0.25
映射信息,0,0,0,2,0,0,0,2,0.25
控制器集成,0,0,0,2,0,0,0,2,0.25
可编程网络,0,0,0,6,0,0,0,6,0.75
网络映射管理模块,0,0,0,1,0,0,0,1,0.125
虚拟化资源,0,0,0,1,0,0,0,1,0.125
网络资源列,0,0,0,1,0,0,0,1,0.125
网络状态管理模块,0,0,0,1,0,0,0,1,0.125
虚拟化映射算法,0,0,0,1,0,0,0,1,0.125
网络资源池管理模块,0,0,0,1,0,0,0,1,0.125
资源状态,0,0,0,1,0,0,0,1,0.125
丢包率,0,0,0,2,0,0,0,2,0.25
测量,0,0,0,1,0,0,0,1,0.125
状态参数,0,0,0,1,0,0,0,1,0.125
拓扑探测,0,0,0,1,0,0,0,1,0.125
状态管理模块,0,0,0,1,0,0,0,1,0.125
网络虚拟化层,0,0,0,1,0,0,0,1,0.125
