dissertation,name,this_url,language
认知无线网络中精准频谱感知技术研究,频谱感知；人工智能；卷积神经网络；N-out-ofK准则,认知无线网络中精准频谱感知技术研究_关键词_1,中文
认知无线网络中精准频谱感知技术研究,Spectrum sensing,认知无线网络中精准频谱感知技术研究_keyword_2,英文
认知无线网络中精准频谱感知技术研究, Artificial intelligence,认知无线网络中精准频谱感知技术研究_keyword_3,英文
认知无线网络中精准频谱感知技术研究, Convolutional neural network,认知无线网络中精准频谱感知技术研究_keyword_4,英文
认知无线网络中精准频谱感知技术研究, N - out - of - K rule,认知无线网络中精准频谱感知技术研究_keyword_5,英文
