(简谐波, Simple harmonic wave): 1
(电磁场, Electromagnetic field): 1
(弹性介质, Elastic medium): 4
(机械波, Mechanical wave): 10
(波源, Wave source): 5
(地震波, Seismic wave): 2
(水波, Water wave): 3
(x射线, X-ray): 1
(概率波, Probability wave): 1
(能量传播, Energy propagation): 0
(光波, Light wave): 2
(真空, Vacuum): 3
(y射线, Gamma ray): 1
(微观领域, Microscopic field): 1
(牛顿力学定律, Newton's laws of motion): 1
(力学, Mechanics): 3
(点阵波, Lattice wave): 1
(信息传递, Information transmission): 0
(无线电波, Radio wave): 1
(电磁波, Electromagnetic wave): 9
(微观粒子, Microscopic particle): 2
(介质, Medium): 7
(声波, Sound wave): 3
(波动, Wave): 3
(物质波, Particle wave): 3
(绳中波, Wave in a rope): 1
(量子力学, Quantum mechanics): 1
(振动, Vibration): 9
