name,this_url,level
绪论1,动态虚拟网络的映射算法研究_1级_1,1
虚拟网络映射问题综述5,动态虚拟网络的映射算法研究_1级_2,1
基于粒子群思想的元胞遗传虚拟网络映射算法17,动态虚拟网络的映射算法研究_1级_3,1
基于节点重要性的虚拟网络重映射算法41,动态虚拟网络的映射算法研究_1级_4,1
总结与展望63,动态虚拟网络的映射算法研究_1级_5,1
