name,this_url,level
绪论,LTE-Hi系统高阶调制及链路仿真评估研究_1级_1,1
LTE-Hi系统下高阶调制链路关键技术,LTE-Hi系统高阶调制及链路仿真评估研究_1级_2,1
有效信噪比合并技术在自适应调制编码中的应用,LTE-Hi系统高阶调制及链路仿真评估研究_1级_3,1
LTE-Hi系统高阶调制的链路仿真及分析,LTE-Hi系统高阶调制及链路仿真评估研究_1级_4,1
高阶调制下增量冗余型HARQ链路抽象技术,LTE-Hi系统高阶调制及链路仿真评估研究_1级_5,1
总结与展望,LTE-Hi系统高阶调制及链路仿真评估研究_1级_6,1
